name_1,name_2,one_city,us_state,user_trns_count,user_amount_mean,user_amount_median,user_amount_std,user_amount_min,user_amount_max,user_first_time,user_last_time,user_active_days,user_trns_per_day
Joseph,Gonzalez,Murfreesboro,TN,1608,4.128125107405979,36.67,162.44394744527156,1.01,4051.62,2019-01-01 02:49:00,2020-03-10 02:13:00,433,3.7136258660508084
Joseph,Moody,Kenner,LA,919,4.244126627570645,49.02,163.78559981550845,1.02,4121.01,2019-01-01 06:21:00,2020-03-10 14:23:00,434,2.1175115207373274
Joseph,Morgan,San Diego,CA,964,4.322457213199107,47.64,301.18139272645845,1.02,8895.57,2019-01-01 08:22:00,2020-03-10 12:27:00,434,2.2211981566820276
Joseph,Murray,Manderson,SD,1207,4.582916190344968,75.46,95.1257808779257,25.67,899.63,2019-01-01 03:37:00,2020-03-10 07:37:00,434,2.78110599078341
Joseph,Nixon,Tyaskin,MD,1253,4.147434997103034,37.89,96.27669172811886,1.01,1202.47,2019-01-01 10:42:00,2020-03-10 16:05:00,434,2.8870967741935485
Joseph,Spencer,Holloway,OH,956,4.218310058675096,38.55,153.47922990762092,1.04,3498.36,2019-01-01 01:00:00,2020-03-10 14:14:00,434,2.2027649769585254
Joseph,Wagner,North Judson,IN,964,4.251385843871157,47.935,129.0933140531966,1.06,1681.43,2019-01-01 06:36:00,2020-03-10 10:33:00,434,2.2211981566820276
Joshua,Bryant,Nelson,NE,647,4.34699309360849,39.53,169.46102181177875,1.03,2830.4,2019-01-01 18:19:00,2020-03-09 17:20:00,432,1.4976851851851851
Joshua,Carpenter,Bronx,NY,1230,4.197932043568513,36.485,171.70442733387793,1.0,2815.06,2019-01-01 22:59:00,2020-03-10 14:29:00,433,2.840646651270208
Joshua,Cohen,Brooklin,ME,615,4.623525089606411,76.01,114.1763063233242,9.95,1029.47,2019-01-01 07:11:00,2020-03-09 13:49:00,433,1.420323325635104
Joshua,Mendoza,Tallmansville,WV,1216,4.0866001504320035,39.15,85.79704938609997,1.02,1670.46,2019-01-01 04:52:00,2020-03-08 08:23:00,432,2.814814814814815
Juan,Henry,Turner,MT,918,4.196496504536863,45.55,107.2098199546718,1.04,1506.96,2019-01-01 02:38:00,2020-03-10 15:27:00,434,2.1152073732718892
Juan,Sherman,San Antonio,TX,1558,4.144466540805753,21.39,337.1466955728436,1.03,10776.59,2019-01-01 02:36:00,2020-03-10 12:44:00,434,3.589861751152074
Juan,Taylor,Stoneham,MA,317,4.165595030631764,51.09,80.85059115893904,1.04,747.64,2019-01-05 06:16:00,2020-03-10 08:47:00,430,0.7372093023255814
Judith,Moss,Washington Court House,OH,935,4.2743605815471195,49.05,118.55546539089968,1.01,1235.92,2019-01-01 08:21:00,2020-03-09 08:45:00,433,2.159353348729792
Judy,Hogan,Brooklyn,NY,1214,3.85157442865853,26.25,104.20321689692048,1.02,2116.9,2019-01-02 18:26:00,2020-03-10 15:48:00,432,2.810185185185185
Julia,Bell,West Sayville,NY,1554,4.531266073857384,56.91,139.3820228722889,1.08,2299.61,2019-01-01 12:58:00,2020-03-10 13:23:00,434,3.5806451612903225
Julian,Price,Pikesville,MD,630,4.233505449833938,41.655,151.51033080496643,1.03,1655.93,2019-01-01 15:21:00,2020-03-10 09:09:00,433,1.4549653579676673
Julie,Johnson,Hudson,KS,634,4.090764554906479,34.55,102.18943661717671,1.09,1753.01,2019-01-01 07:33:00,2020-03-10 11:16:00,434,1.4608294930875576
Julie,Sanchez,Bowersville,OH,924,3.9460726125211494,32.05,85.84533283576562,1.02,1530.56,2019-01-01 12:47:00,2020-03-10 15:57:00,434,2.129032258064516
Julie,Vasquez,Byesville,OH,9,5.850003384097022,285.35,378.100252945932,7.14,1115.5,2019-12-23 00:21:00,2019-12-24 23:04:00,1,9.0
Justin,Aguilar,Wittenberg,WI,309,4.478717517238837,55.76,162.0170623602768,1.07,1040.08,2019-01-01 03:21:00,2020-03-10 11:03:00,434,0.7119815668202765
Justin,Bell,Churubusco,IN,592,4.089140164429168,39.665,113.04004596660918,1.01,1685.41,2019-01-01 19:42:00,2020-03-10 15:09:00,433,1.3672055427251733
Justin,Bell,Pittsburgh,PA,1242,4.027640592090029,37.945,98.18644049189184,1.02,1958.95,2019-01-01 05:47:00,2020-03-10 13:50:00,434,2.8617511520737327
Justin,Carter,Broomfield,CO,302,4.09918712271222,50.599999999999994,75.50661932484216,1.01,837.54,2019-01-01 21:41:00,2020-03-09 12:48:00,432,0.6990740740740741
Justin,Fowler,Coffeeville,MS,1273,4.089164633784831,40.15,112.60987615980392,1.1,1670.92,2019-01-01 14:33:00,2020-03-10 14:00:00,433,2.9399538106235568
Justin,Gay,Harborcreek,PA,967,4.279001663665437,51.8,138.3664346096612,1.01,2459.24,2019-01-01 00:11:00,2020-03-09 08:04:00,433,2.233256351039261
Kaitlyn,Newman,Slayden,TN,615,4.100363269777814,41.72,76.91782457562817,1.01,751.91,2019-01-01 10:16:00,2020-03-10 13:00:00,434,1.4170506912442395
Kara,Miles,Cassatt,SC,315,4.3223305498874485,55.18,132.1631510406346,1.1,1498.08,2019-01-06 20:19:00,2020-03-09 19:12:00,427,0.7377049180327869
Karen,Brewer,Isanti,MN,4,4.373269653995071,15.455000000000002,130.82982926305453,8.01,274.29,2020-02-21 23:02:00,2020-02-22 22:13:00,1,4.0
Karen,Cooper,San Diego,CA,322,4.267398409678663,45.425,229.5413879921678,1.01,3944.28,2019-01-01 11:42:00,2020-03-07 11:25:00,430,0.7488372093023256
Karen,Gordon,Utica,MO,922,4.114826782171529,31.505000000000003,157.50075154095478,1.01,3234.47,2019-01-01 06:32:00,2020-03-09 20:10:00,433,2.1293302540415704
Karen,Johnson,Haynes,AR,624,4.297876980724404,46.855000000000004,123.93191161742499,1.01,1308.16,2019-01-01 12:31:00,2020-03-10 07:57:00,433,1.4411085450346421
Karen,Ryan,Joliet,IL,925,4.50926738737668,52.62,151.56406178425038,1.01,2592.36,2019-01-01 03:06:00,2020-03-10 15:50:00,434,2.1313364055299537
Karen,Sullivan,Rossville,IL,298,4.3520477484040265,37.345,354.2919007984445,1.03,5731.92,2019-01-06 11:55:00,2020-03-10 12:30:00,429,0.6946386946386947
Karen,Warren,Hahira,GA,928,4.019372877211161,27.130000000000003,117.03503216161499,1.01,1362.39,2019-01-01 16:59:00,2020-03-09 20:14:00,433,2.143187066974596
Katelyn,Wise,Scotts Mills,OR,623,4.241942288807422,42.04,103.70839509144956,1.0,1006.58,2019-01-04 15:04:00,2020-03-09 09:38:00,429,1.4522144522144522
Katherine,Cooper,Oakford,IL,317,4.107063542276913,45.54,79.43972853137831,1.07,1121.24,2019-01-04 19:21:00,2020-03-10 00:53:00,430,0.7372093023255814
Katherine,Love,Allenhurst,NJ,623,4.128790445836411,41.28,101.460356394489,1.05,1303.36,2019-01-01 01:22:00,2020-03-10 14:56:00,434,1.435483870967742
Katherine,Pennington,Vienna,GA,321,4.1631457919478425,50.36,129.11654184784427,1.06,2094.77,2019-01-01 07:16:00,2020-03-10 11:24:00,434,0.7396313364055299
Katherine,Tucker,Lakeland,FL,928,4.535808211600404,53.97,151.11753874536944,1.03,2732.1,2019-01-01 08:05:00,2020-03-10 15:37:00,434,2.1382488479262673
Kathleen,Heath,Albuquerque,NM,324,4.317123026323952,44.3,135.34597460243796,1.01,1156.15,2019-01-02 16:41:00,2020-03-10 10:16:00,432,0.75
Kathleen,Martin,New Waverly,TX,878,4.2175739728586095,47.510000000000005,111.72595966016102,1.01,1748.94,2019-01-01 17:16:00,2020-03-10 12:51:00,433,2.027713625866051
Kathleen,Nash,Cromona,KY,1244,4.189712350227706,39.885,103.05371726165144,1.04,1266.38,2019-01-01 04:08:00,2020-03-10 09:38:00,434,2.866359447004608
Kathleen,Thompson,Naples,FL,961,4.2971473602067745,49.68,134.12949265456285,1.0,1406.79,2019-01-01 04:13:00,2020-03-10 03:52:00,433,2.2193995381062357
Kathryn,Smith,Rocky Mount,MO,1859,4.0813793082299075,33.4,208.49658072488063,1.0,7470.87,2019-01-01 10:09:00,2020-03-10 05:12:00,433,4.293302540415705
Kathy,Hughes,Battle Creek,IA,1115,4.309348409175896,56.22,84.43172074675803,1.01,1131.0,2019-01-01 15:51:00,2020-03-10 13:22:00,433,2.5750577367205545
Kayla,Jones,East Canaan,CT,1870,3.99200670683596,36.06,89.48108167620259,1.01,2007.59,2019-01-01 06:10:00,2020-03-10 00:14:00,433,4.318706697459584
Kayla,Obrien,Prairie Hill,TX,1232,4.128363598879268,41.545,82.88229768421628,1.05,1086.91,2019-01-01 05:01:00,2020-03-10 16:02:00,434,2.838709677419355
Kayla,Sutton,Carlotta,CA,1252,4.111073132015218,40.11,121.07441547707506,1.0,3369.62,2019-01-01 03:18:00,2020-03-10 12:45:00,434,2.8847926267281108
Keith,Sanders,Moorhead,MS,1894,3.8494355821246122,21.915,106.25104293504441,1.01,2693.44,2019-01-01 12:37:00,2020-03-10 11:34:00,433,4.374133949191686
Kelly,Lawrence,Karns City,PA,6,6.811159940381568,960.7750000000001,325.31573455132275,312.62,1313.18,2019-12-07 13:49:00,2019-12-08 23:24:00,1,6.0
Kelly,Zimmerman,Westerville,NE,1262,4.127834768521523,41.735,86.840078162776,1.03,1140.41,2019-01-01 01:23:00,2020-03-09 23:38:00,433,2.9145496535796767
Kelsey,Richards,Holcomb,KS,1238,4.5138987860097135,54.685,128.28309184460343,1.0,1746.85,2019-01-01 00:04:00,2020-03-10 14:59:00,434,2.8525345622119818
Kendra,King,Smith River,CA,590,4.17959714296517,31.53,120.6213903246398,1.02,1266.6,2019-01-01 12:35:00,2020-03-10 16:04:00,434,1.359447004608295
Kenneth,Doyle,West Harrison,NY,913,4.303631619557554,37.81,451.4496977746466,1.05,12788.07,2019-01-01 05:31:00,2020-03-10 12:10:00,434,2.1036866359447006
Kenneth,Edwards,Andrews,IN,1261,4.070053765535781,38.63,76.12638815991063,1.02,1072.98,2019-01-01 04:14:00,2020-03-10 14:41:00,434,2.9055299539170507
Kenneth,Foster,Lawrence,MA,1574,4.352204104044069,39.07,641.5787088415284,1.0,25086.94,2019-01-02 03:33:00,2020-03-10 11:02:00,433,3.6351039260969977
Kenneth,Richards,Norwalk,OH,316,4.292026186111811,55.015,115.60411720861276,1.12,1074.33,2019-01-01 18:32:00,2020-03-09 11:11:00,432,0.7314814814814815
Kenneth,Robinson,Elizabeth,NJ,1560,4.140279616590718,39.425,133.6136862441278,1.01,2343.65,2019-01-01 12:44:00,2020-03-10 13:00:00,434,3.5944700460829493
Kenneth,Sanchez,Tekoa,WA,1477,4.3397494271673525,55.43,88.67749022374305,1.01,1133.39,2019-01-01 21:34:00,2020-03-10 16:02:00,433,3.4110854503464205
Kevin,Elliott,Newark Valley,NY,908,4.234155344622724,36.16,173.75520166965688,1.13,2637.33,2019-01-01 17:16:00,2020-03-10 02:42:00,433,2.096997690531178
Kevin,Hawkins,Melville,NY,10,6.6033786242544386,870.51,315.11938795919514,281.48,1128.77,2019-08-24 02:10:00,2019-08-25 23:43:00,1,10.0
Kevin,Pena,Damascus,VA,319,4.013013232922032,36.16,100.73226190970892,1.23,1466.16,2019-01-01 01:42:00,2020-03-09 22:46:00,433,0.7367205542725174
Kevin,Summers,Carroll,NE,634,4.629000227702152,76.58500000000001,114.90765499317034,11.15,1170.45,2019-01-01 22:23:00,2020-03-10 12:09:00,433,1.464203233256351
Kevin,Walters,Auburn,ME,639,4.1888114501494425,55.04,90.29774648835422,1.04,1414.96,2019-01-01 03:27:00,2020-03-10 07:24:00,434,1.4723502304147464
Kimberly,Bush,Dell City,TX,300,4.067461427188312,45.18,58.22621353444278,1.07,429.65,2019-01-01 19:03:00,2020-03-09 18:12:00,432,0.6944444444444444
Kimberly,Castro,Rosewood,OH,296,4.37438305423182,48.745,186.0562822582425,1.04,2309.93,2019-01-01 06:28:00,2020-03-09 01:54:00,432,0.6851851851851852
Kimberly,Gonzalez,Bauxite,AR,1784,4.491358451296091,54.155,116.10633018762408,1.01,1605.0,2019-01-01 06:39:00,2020-03-09 23:57:00,433,4.1200923787528865
Kimberly,Martin,Hurricane,WV,1269,4.475432017766158,52.42,150.58081935857012,1.01,3396.63,2019-01-01 14:48:00,2020-03-10 15:19:00,434,2.923963133640553
Kimberly,Miller,Logan,IL,1203,4.051132163315989,33.62,115.5084197830637,1.01,2095.47,2019-01-01 12:28:00,2020-03-10 13:12:00,434,2.771889400921659
Kimberly,Myers,Higganum,CT,651,4.267967359970782,51.24,116.15201361206286,1.06,1086.75,2019-01-01 04:12:00,2020-03-08 08:14:00,432,1.5069444444444444
Kimberly,Rice,Tyler,TX,1312,4.561698278568218,55.29,128.19494656562784,1.02,1225.41,2019-01-01 16:05:00,2020-03-10 14:29:00,433,3.0300230946882216
Kimberly,Webb,Girard,GA,292,4.024626134040464,35.504999999999995,64.9113155271675,1.31,459.85,2019-01-01 14:59:00,2020-03-10 05:48:00,433,0.674364896073903
Kristen,Allen,Lagrange,WY,638,3.9202921697300996,37.379999999999995,60.37087256718107,1.04,903.48,2019-01-01 06:52:00,2020-03-10 05:30:00,433,1.4734411085450347
Kristen,Hanson,Goodrich,MI,1827,4.52658891673483,52.36,269.1574017217727,1.0,10469.09,2019-01-01 09:51:00,2020-03-10 14:29:00,434,4.209677419354839
Kristin,Williams,Miamisburg,OH,585,4.254263676380344,49.99,110.67711092441475,1.17,1202.23,2019-01-01 14:47:00,2020-03-09 14:46:00,432,1.3541666666666667
Kristina,Lewis,Tulsa,OK,880,4.275970643643255,51.065,113.91975076137975,1.05,1146.72,2019-01-01 10:47:00,2020-03-10 11:47:00,434,2.0276497695852536
Kristina,Stewart,Newhall,CA,1765,4.475625590675093,53.32,116.75126488394099,1.01,1358.01,2019-01-01 02:33:00,2020-03-10 11:59:00,434,4.066820276497696
Krystal,Gamble,Manchester,MD,903,4.1740594199239345,49.7,103.54799008809316,1.02,1548.29,2019-01-01 04:58:00,2020-03-10 07:47:00,434,2.0806451612903225
Krystal,Key,Corsica,PA,908,4.175508464233105,38.07,112.72239382697553,1.0,1439.54,2019-01-01 09:09:00,2020-03-10 08:33:00,433,2.096997690531178
Kurt,Peters,Kissee Mills,MO,958,4.524738632716945,75.965,84.9029967272436,22.6,1094.88,2019-01-01 08:29:00,2020-03-10 12:18:00,434,2.207373271889401
Kyle,James,Topeka,KS,306,4.091461324717402,28.945,101.77306803227478,1.01,925.49,2019-01-03 16:27:00,2020-03-09 22:06:00,431,0.7099767981438515
Kyle,Park,Mount Perry,OH,957,4.216103891848297,35.44,140.08426736688304,1.03,2568.85,2019-01-02 08:21:00,2020-03-08 17:47:00,431,2.2204176334106727
Kyle,Simmons,Oklahoma City,OK,638,4.2696689511462615,50.015,117.84131826063887,1.11,1743.49,2019-01-02 09:57:00,2020-03-10 08:54:00,432,1.4768518518518519
Kyle,Wilkinson,Curlew,IA,321,4.13563398642089,38.89,76.13314891329564,1.02,554.89,2019-01-01 21:34:00,2020-03-08 16:09:00,431,0.7447795823665894
Kyle,Wright,Whittemore,IA,316,4.081548376691425,34.125,94.12794923357693,1.05,870.57,2019-01-01 08:10:00,2020-03-10 09:30:00,434,0.728110599078341
Kylie,Kirby,Shedd,OR,300,4.479953841618915,44.06,266.4778613348182,1.07,3597.74,2019-01-01 13:07:00,2020-03-09 19:11:00,433,0.6928406466512702
Lance,Wagner,Irwinton,GA,931,4.577022300931392,75.82,95.57026299102243,10.38,992.37,2019-01-03 17:56:00,2020-03-10 06:10:00,431,2.160092807424594
Larry,Garcia,Beacon,NY,9,6.380638411346615,873.41,488.8087632221601,10.86,1097.96,2019-03-12 00:57:00,2019-03-13 23:41:00,1,9.0
Larry,House,Cochranton,PA,1564,4.080257526291339,37.504999999999995,123.12821621139516,1.01,3373.11,2019-01-01 03:00:00,2020-03-10 14:27:00,434,3.6036866359447006
Larry,Vaughan,Kingsville,MD,305,4.255440621997198,49.54,103.86443232258702,1.14,1045.92,2019-01-01 19:02:00,2020-03-10 13:43:00,433,0.7043879907621247
Larry,Warner,Lakeview,MI,610,3.9748333948616503,38.519999999999996,72.73567038638491,1.1,866.57,2019-01-04 19:29:00,2020-03-10 06:49:00,430,1.4186046511627908
Larry,Williams,Scarborough,ME,927,4.1760151865065955,48.34,102.72298218051918,1.08,1743.09,2019-01-01 13:11:00,2020-03-10 09:28:00,433,2.140877598152425
Laura,Casey,Steuben,ME,1272,4.083875645668748,38.555,83.7333395468707,1.02,1149.5,2019-01-01 04:36:00,2020-03-10 15:14:00,434,2.9308755760368665
Laura,Johns,Arcadia,SC,1254,4.142662981507882,35.3,148.90639424271225,1.01,2342.5,2019-01-01 05:59:00,2020-03-10 13:34:00,434,2.889400921658986
Laura,Walker,Cisco,IL,1249,4.048040137106751,37.62,79.68501178326363,1.01,1276.8,2019-01-01 06:41:00,2020-03-10 15:26:00,434,2.877880184331797
Lauren,Anderson,Heart Butte,MT,1879,3.9555491297412284,30.45,108.51556029531484,1.02,2684.48,2019-01-01 00:45:00,2020-03-10 14:23:00,434,4.329493087557604
Lauren,Butler,Tulsa,OK,914,4.469777856893017,49.43000000000001,134.40733309470352,1.22,2465.3,2019-01-01 19:09:00,2020-03-10 15:12:00,433,2.1108545034642034
Lauren,Moreno,Heislerville,NJ,661,4.1543545963573045,39.92,131.25951937682032,1.04,2080.61,2019-01-03 21:00:00,2020-03-10 14:40:00,431,1.5336426914153132
Lauren,Torres,Grandview,TX,1853,4.502667309118516,52.04,187.18399724793724,1.01,5470.67,2019-01-01 15:33:00,2020-03-10 12:41:00,433,4.279445727482679
Lauren,Williams,Lake Oswego,OR,942,4.514297629429343,56.035,129.24370762082188,1.02,1642.72,2019-01-01 10:46:00,2020-03-10 15:58:00,434,2.1705069124423964
Lawrence,Davis,Powell,TN,904,4.1172968671974095,40.045,96.96923653469761,1.0,1078.9,2019-01-01 04:22:00,2020-03-09 17:52:00,433,2.087759815242494
Lawrence,Ellis,Springfield Gardens,NY,320,4.355002243098717,50.295,130.3321282095722,1.02,1214.53,2019-01-05 04:44:00,2020-03-09 02:45:00,428,0.7476635514018691
Lawrence,Frost,Kittery Point,ME,325,4.536860048418257,75.36,88.04577036277739,24.65,954.21,2019-01-05 08:41:00,2020-03-10 05:20:00,429,0.7575757575757576
Leah,Garner,Ehrhardt,SC,332,4.064426031631453,35.735,114.0997580189825,1.01,1124.86,2019-01-02 13:12:00,2020-03-09 13:17:00,432,0.7685185185185185
Leslie,Ford,Henderson,WV,972,4.081615050662012,41.120000000000005,83.21140897628143,1.01,1467.8,2019-01-01 09:07:00,2020-03-10 13:10:00,434,2.23963133640553
Linda,Davis,Blooming Grove,TX,1557,4.06209911414327,33.9,137.03916048385943,1.0,3140.02,2019-01-01 03:49:00,2020-03-10 15:31:00,434,3.587557603686636
Linda,Davis,Gaithersburg,MD,322,4.4247142170949,46.53,430.5415493318412,1.09,7708.1,2019-01-01 00:44:00,2020-03-10 02:50:00,434,0.7419354838709677
Linda,Gonzalez,Glen Rock,PA,617,4.219812978434383,46.66,121.14232980675956,1.06,1257.44,2019-01-01 19:04:00,2020-03-10 07:35:00,433,1.4249422632794457
Linda,Hurst,Wilton,ND,1267,4.192462019859395,40.73,159.5751381325903,1.01,4670.25,2019-01-01 03:31:00,2020-03-10 15:23:00,434,2.9193548387096775
Linda,Park,Fenelton,PA,626,3.9128341779361944,31.7,60.01394352639021,1.02,761.64,2019-01-01 05:35:00,2020-03-10 13:36:00,434,1.4423963133640554
Linda,Sanchez,Jermyn,PA,952,4.497081161417062,51.425,122.11053528031466,1.01,1223.16,2019-01-01 01:56:00,2020-03-10 14:20:00,434,2.193548387096774
Lindsay,Wilson,Centerview,MO,1839,4.062363967199833,34.25,136.4741226897914,1.0,3539.85,2019-01-01 02:13:00,2020-03-10 14:34:00,434,4.2373271889400925
Lisa,Carpenter,La Grande,OR,9,6.5010744321630565,935.13,446.2883953790419,9.91,1140.72,2019-02-07 06:11:00,2019-02-08 23:37:00,1,9.0
Lisa,Clark,Grimesland,NC,581,4.6790308691469695,53.8,188.4978531911797,1.06,1919.62,2019-01-05 16:57:00,2020-03-10 14:22:00,429,1.3543123543123543
Lisa,Collins,Bridgeport,NJ,926,4.012760800924499,36.01,149.70399824874175,1.03,4218.32,2019-01-01 05:04:00,2020-03-10 14:45:00,434,2.133640552995392
Lisa,Fitzpatrick,Skytop,PA,324,4.3244240862730665,43.445,132.33321812448534,1.05,917.79,2019-01-03 13:50:00,2020-03-09 17:21:00,431,0.7517401392111369
Lisa,Garcia,Chatham,NY,290,4.409945743838613,47.185,125.9273190256571,1.05,1507.85,2019-01-01 00:31:00,2020-03-09 23:38:00,433,0.6697459584295612
Lisa,Hendrix,Vanderbilt,PA,636,3.9648579881617585,34.285,93.60549697983035,1.01,1044.1,2019-01-02 04:15:00,2020-03-10 12:41:00,433,1.4688221709006928
Lisa,Lin,Lomax,IL,1815,3.983959609667987,32.3,116.20419191804868,1.01,2910.18,2019-01-01 01:32:00,2020-03-10 03:51:00,434,4.182027649769585
Lisa,Lopez,Dongola,IL,619,4.181519967223129,35.12,157.4034789343102,1.09,2208.51,2019-01-02 20:30:00,2020-03-10 12:43:00,432,1.4328703703703705
Lisa,Lowe,Cottekill,NY,1907,4.049111945532218,36.51,122.39937505014305,1.0,2059.2,2019-01-01 11:26:00,2020-03-10 12:18:00,434,4.394009216589862
Lisa,Mendez,Lahoma,OK,1268,4.169733653455311,39.275,115.29667518236286,1.02,2041.88,2019-01-01 05:40:00,2020-03-10 15:55:00,434,2.921658986175115
Lori,Bishop,Phoenix,AZ,1226,3.884201543055762,28.46,81.02140343507557,1.02,1472.87,2019-01-01 13:43:00,2020-03-10 15:08:00,434,2.824884792626728
Lori,Mclean,Mc Clellandtown,PA,295,4.285867068819608,28.21,172.58794588934833,1.04,2045.93,2019-01-03 12:53:00,2020-03-03 12:23:00,424,0.6957547169811321
Lori,Ramirez,Ranier,MN,1780,4.271880419259067,54.585,76.41819525403102,1.0,1204.67,2019-01-01 21:02:00,2020-03-10 00:21:00,433,4.1108545034642034
Lori,Rodriguez,Creola,OH,925,4.024810038276432,34.37,106.28222554694041,1.17,1522.28,2019-01-01 04:21:00,2020-03-09 17:10:00,433,2.136258660508083
Louis,Fisher,Fort Washakie,WY,1215,4.5336535858380795,75.42,87.61584452251509,11.0,1115.07,2019-01-01 00:56:00,2020-03-10 15:44:00,434,2.7995391705069124
Mackenzie,Salazar,Bagley,WI,1584,4.08276600416927,33.945,111.37955656549025,1.01,2149.37,2019-01-01 05:33:00,2020-03-10 16:04:00,434,3.6497695852534564
Mackenzie,Smith,Hooper,NE,1225,4.166393584316536,33.34,382.32197451421854,1.01,13106.14,2019-01-01 10:22:00,2020-03-10 14:53:00,434,2.8225806451612905
Marcia,Molina,Port Gibson,NY,933,4.182137847327802,35.32,207.20152250641829,1.0,5451.54,2019-01-01 04:42:00,2020-03-10 08:05:00,434,2.1497695852534564
Margaret,Curtis,Florence,MS,1854,4.515565216121001,54.6,121.2143764927902,1.02,1607.91,2019-01-01 00:27:00,2020-03-10 14:15:00,434,4.271889400921659
Margaret,Gibson,Scotland,MD,1558,4.109753579488493,34.980000000000004,158.9779728156896,1.01,3877.5,2019-01-01 05:19:00,2020-03-10 14:27:00,434,3.589861751152074
Margaret,Lam,Armagh,PA,1570,4.13657051340897,33.975,156.1321808779737,1.0,2849.59,2019-01-01 13:25:00,2020-03-10 14:42:00,434,3.6175115207373274
Margaret,Mendez,De Soto,KS,1875,4.4531516049553055,52.91,109.6833589589393,1.01,1804.27,2019-01-01 14:16:00,2020-03-10 15:25:00,434,4.320276497695852
Margaret,Ray,Greendale,WI,987,4.507244085110835,56.83,118.50031795304285,1.02,1448.27,2019-01-01 15:02:00,2020-03-09 19:58:00,433,2.279445727482679
Margaret,Ward,Azusa,CA,311,4.468896958039604,56.68,100.99343094008893,1.11,847.47,2019-01-01 05:19:00,2020-03-10 04:52:00,433,0.7182448036951501
Margaret,Williams,Surrency,GA,1219,4.163810296096731,38.88,160.23201948199852,1.0,4547.6,2019-01-01 00:42:00,2020-03-10 09:44:00,434,2.8087557603686637
Maria,Garcia,Orangeburg,NY,912,4.582161787536203,56.625,154.5426276656005,1.01,2811.96,2019-01-03 23:04:00,2020-03-10 00:26:00,431,2.1160092807424595
Maria,Rosales,Waynesfield,OH,327,4.256426571615481,33.12,147.2001569427107,1.0,1360.22,2019-01-01 09:03:00,2020-03-10 04:59:00,433,0.7551963048498845
Maria,Roy,Sheffield,MA,1239,4.006584060332504,36.12,97.23089156289919,1.01,2550.73,2019-01-02 02:24:00,2020-03-10 11:02:00,433,2.861431870669746
Mario,Johns,Brinson,GA,661,4.011260547621418,35.13,65.96402078973392,1.03,726.41,2019-01-01 00:57:00,2020-03-10 09:18:00,434,1.523041474654378
Marissa,Clark,San Jose,CA,914,4.038064382778438,21.505,183.00287597652311,1.01,4343.37,2019-01-04 16:16:00,2020-03-10 15:47:00,430,2.125581395348837
Marissa,Powell,North Loup,NE,1259,4.084650118669346,35.09,147.2637461155815,1.03,2640.36,2019-01-01 03:54:00,2020-03-10 12:20:00,434,2.9009216589861753
Mark,Allen,De Queen,AR,295,4.195301838512494,53.83,97.60335510088939,1.06,1003.72,2019-01-01 15:39:00,2020-03-08 00:15:00,431,0.6844547563805105
Mark,Brown,Wales,AK,947,4.284917794955594,41.22,165.25495027565057,1.0,3178.51,2019-01-01 02:56:00,2020-03-10 14:28:00,434,2.1820276497695854
Mark,Nguyen,Sea Island,GA,318,4.128111286500102,35.825,98.25979293609254,1.16,999.66,2019-01-01 01:43:00,2020-03-06 15:16:00,430,0.7395348837209302
Mark,Pennington,Vacaville,CA,5,5.639158616544201,259.96,329.18490735451405,9.17,820.25,2019-01-31 02:09:00,2019-02-01 23:54:00,1,5.0
Mark,Rivera,Humble,TX,591,4.199153148945425,36.06,165.33412408596743,1.02,2754.14,2019-01-01 13:57:00,2020-03-09 17:57:00,433,1.3648960739030023
Mark,Tyler,Avera,GA,595,4.535375432455402,76.26,82.94687528995786,24.8,567.14,2019-01-01 06:22:00,2020-03-10 08:53:00,434,1.3709677419354838
Mark,Wood,Bowdoin,ME,1904,4.0451686619013385,25.985,146.7442546439371,1.01,3136.33,2019-01-01 00:44:00,2020-03-10 12:01:00,434,4.387096774193548
Martin,Duarte,Luzerne,MI,587,4.404219345288548,47.9,167.19672172530645,1.06,2900.62,2019-01-01 06:12:00,2020-03-10 10:42:00,434,1.3525345622119815
Martin,Ford,Corriganville,MD,1238,4.208428188852744,42.975,154.7856861894933,1.02,4215.99,2019-01-01 15:16:00,2020-03-10 15:43:00,434,2.8525345622119818
Mary,Diaz,Fort Washakie,WY,943,4.036748587754728,35.91,128.25173794685296,1.02,3075.09,2019-01-02 08:44:00,2020-03-10 14:40:00,433,2.1778290993071594
Mary,Golden,West Frankfort,IL,10,6.309241685753078,522.655,346.1904799641055,10.3,1016.39,2019-02-12 00:00:00,2019-02-13 23:55:00,1,10.0
Mary,Humphrey,Reynolds,ND,621,4.068569157504698,35.3,127.13542221428128,1.02,1980.1,2019-01-01 13:06:00,2020-03-10 12:35:00,433,1.4341801385681294
Mary,Juarez,North Prairie,WI,1242,4.1588044520477,39.465,107.61149663608634,1.0,1468.87,2019-01-01 02:54:00,2020-03-10 11:30:00,434,2.8617511520737327
Mary,Lewis,Bay Minette,AL,974,4.23150335145434,48.745000000000005,163.4531759177709,1.01,3316.28,2019-01-01 04:37:00,2020-03-09 11:16:00,433,2.2494226327944573
Mary,Mcintyre,Eugene,OR,937,4.256012578390598,48.04,193.88959683749812,1.06,5187.8,2019-01-01 05:52:00,2020-03-10 05:41:00,433,2.163972286374134
